2015	65990994	7133619,88	7133619,88
2015	65991001	8688140,93	8689142,76
2015	65991184	6104905,15	6104905,15
2015	65991249	6076713,22	6076713,22
2015	65991257	6140694,21	6140930,36
2015	65993284	16988583,24	17176416,71
2015	65993225	25918264,76	26035729,56
2015	65993250	23933652,64	23995484,5
2015	65993497	28211638,41	28682836,03
2015	65993276	25310039,05	25504524,4
2015	65993527	52385571,41	52385571,41
2015	65990722	16890092,05	16890092,05
2015	65993373	6985038,11	6985038,11
2015	65992911	23787513,14	23844886,08
2015	65993896	13021049,65	13021049,65
2015	65994027	11097801,74	11097801,74
2015	00003352	55060868,21	6128291,05
2015	00006572	1217008649,59	29716879,76
2015	00020478	42501020982,5	39048648108,02
2015	00020699	706777859,03	717776775,57
2015	00022985	142311135987,98	12155483603,81
2015	00023001	3520730106,42	3646261335,25
2015	00023221	478344560,8	478345883,38
2015	00023264	272091374,65	272091374,65
2015	00023272	451386782,63	451988739
2015	00023281	360973096,4	358572606,32
2015	00023299	158807677,74	162754053,56
2015	00023311	52207353,24	53492686,3
2015	00023337	1048219074,57	1048219074,57
2015	00023442	114402473,44	116009846,89
2015	00023736	1180890727,21	1277678966,08
2015	00023825	43215661,79	629567,19
2015	00023884	3098556816,39	3079445336,25
2015	00024341	4441948707,85	3456705504,59
2015	00025429	969704134,94	28622071,99
2015	00025593	999265327,05	21789714,89
2015	00026018	269601420,91	245129,93
2015	00064165	7590170611,6	7591584863,16
2015	00064173	3828685820,52	3707916158,46
2015	00064190	2384255235,43	2384538947,96
2015	00064203	7341714115,4	7297060122,79
2015	00064211	2587562694,58	2619100701,62
2015	00064220	893536619,13	894873569,8
2015	00164801	48638439328,12	25682448748,56
2015	00638994	387255470,3	52177966,76
2015	14893631	26056759,22	27048561,34
2015	41693205	335910186,47	6322408,27
2015	45769851	6559040451,86	861240129,01
2015	48133990	2461770364,39	289722909,5
2015	48135291	9270795,01	9666152,69
2015	49625586	139179405,79	61478,55
2015	61382060	21917332,82	24701713,93
2015	61387169	34197889,56	34524694,85
2015	61387584	83647347,21	65805246,96
2015	62933591	701616713,01	254460577,94
2015	65992971	10443241,07	10528722,2
2015	65993110	8132648,63	8365997,59
2015	65993152	11981401,55	11981927,51
2015	65993161	10368189,91	10444975,2
2015	65993179	9345295,67	9380904,12
2015	00064360	22208570,77	22208570,77
2015	00064297	96704960,36	96704960,36
2015	00064301	40657488,96	40657488,96
2015	00064327	57131584,74	57131584,74
2015	00064335	143144179,61	143144179,61
2015	00064351	41014271,39	40010867,6
2015	00064386	102535778	101360964,18
2015	00064394	29227886,12	29227886,12
2015	00064416	101170714,5	101170714,5
2015	00064432	164880257	164880257
2015	00064459	302094207,85	302094207,85
2015	00064491	105403302,21	105403302,21
2015	00064572	92095732,21	92095732,21
2015	00419745	37975574,13	37975574,13
2015	00551465	30366079,98	30366079,98
2015	00639541	11476738,36	11175391,39
2015	00879444	332096794,63	320500550,77
2015	00879703	4207782,06	4262763,58
2015	00879711	20789153,63	20793066,28
2015	00879738	8923314,58	8929464,1
2015	00879746	31287957,99	28509776,2
2015	44797362	29552713,42	29267309,6
2015	45242810	28561316,5	27986452,04
2015	45246025	16733577,93	17532012,16
2015	47254858	8337223,2	8337223,2
2015	47608579	54256553,81	54256553,81
2015	47609737	29756182,67	29822558,31
2015	47609842	29167328,75	29378857,23
2015	47610361	23209924,7	23479416,49
2015	47610425	17884820,62	18015593,7
2015	47610859	13256143,57	13373559,36
2015	47611014	25909659,29	25964881,04
2015	47611057	25918769,63	25929887,88
2015	47611073	20713214,53	21382931,2
2015	47611171	27713746,36	27713746,36
2015	47611219	15842719,91	15842719,91
2015	47611383	5491688,55	5491688,55
2015	49370227	466249072,76	1150721,59
2015	65990641	38552059,78	38561124,47
2015	70886199	44593969,08	44593969,08
2015	70926654	1879880,46	1998205,34
2015	70892326	25869334,94	25882060,2
2015	70893969	19651075,45	19651075,45
2015	70890307	42109601,12	42279363,04
2015	86596098	6101834,88	6154624,99
2015	71240713	3435540,02	3371484,64
2015	70874212	53163614,86	53163614,86
2015	70875839	133347952,61	133347952,61
2015	70875111	79346856,12	79346856,12
2015	70875316	116098414,98	116098414,98
2015	70878030	90003608,95	90003608,95
2015	70876886	27706334,96	27706334,96
2015	70875880	19796532,7	19796532,7
2015	70876258	52608251,21	52608251,21
2015	70875707	81985723,46	81985723,46
2015	70876606	80475930,27	80475930,27
2015	70872996	73194249,68	73194249,68
2015	70871256	21450202,69	21450202,69
2015	48135453	259192494,63	77087557,77
2015	00023205	96933788,43	97004546,68
2015	00024392	134726195,05	38157993,23
2015	70837911	113184759,61	113183042,92
2015	70837775	33921908,99	33881144,04
2015	61387339	44503897,85	44938234,61
2015	63834286	77243185,24	77083057,83
2015	75122987	8730937,25	9051775,22
2015	63831104	8587346,97	8587346,97
2015	63832208	20767279,37	20767279,37
2015	65992351	12434413,63	12434413,4
2015	49626141	28865987,22	28865987,22
2015	60436735	25342123,2	25342123,2
2015	75112817	73052141,79	269600,55
2015	00002348	162180	190000
2015	00639524	62702770,26	62702770,26
2015	45768455	211628354,06	215542889,48
2015	00638706	42001338,66	42001338,66
2015	75009561	35848585,19	325448,72
2015	70990948	14016677,87	8,53
2015	48136841	25430692,74	7527,64
2015	00002542	63959247,99	34498797,08
2015	00020869	356998149,35	133729206,47
2015	66000769	228714956,41	185874257,13
2015	00025844	777341503,33	646178542,79
2015	75112779	90537530,67	581076,62
2015	60165171	4693462832,58	1839690,18
2015	48136069	333183561,99	176758790,99
2015	00023817	525296305,58	471469080,52
2015	00023833	89967278,94	650687,35
2015	71180397	15084267,35	1864974,64
2015	00018562	929302723,02	206251699,28
2015	49366076	686300574,21	696315557,08
2015	00000175	123357343,78	123512027,62
2015	48546038	252584077,57	252584077,57
2015	00019305	142270956,86	140736207,59
2015	75092972	7635156,84	7939416,96
2015	00638625	59766462,93	59766462,93
2015	14891263	44534973,39	44534973,39
2015	75123924	424487623,71	3533417,6
2015	00027251	139619291,08	139610735,6
2015	75142937	3193972,83	3193972,83
2015	75143704	1612198,28	1489344,44
2015	75113961	6031381,83	6031381,83
2015	75116529	7589056,17	7784932,67
2015	75151073	8558441,51	8558441,51
2015	00128601	75340120,07	75340120,07
2015	72021543	1252402,32	1355270,79
2015	75151898	189937098,36	4100790,19
2015	75151481	2640077144,2	539594976,38
2015	75151472	4896455777,31	879467513,15
2015	75154960	274351299,55	47861124,17
2015	61387142	307966942,36	311597501,83
2015	72029455	183970402,3	195313556,3
2015	66134111	7330110,44	7381758,57
2015	00352667	2618211,58	2601091,53
